Reading,Receive,Value,Unit,Data Quality
2023-01-18 11:56:57,2023-01-18 11:57:00,27.90,in,A
2023-01-17 23:56:57,2023-01-17 23:57:00,27.90,in,A
2023-01-17 11:56:57,2023-01-17 11:57:00,27.90,in,A
2023-01-16 23:56:57,2023-01-16 23:57:00,27.90,in,A
2023-01-16 11:56:57,2023-01-16 11:57:00,27.90,in,A
2023-01-16 06:04:08,2023-01-16 06:04:30,27.90,in,A
2023-01-16 05:47:06,2023-01-16 05:48:00,27.89,in,A
2023-01-16 05:42:26,2023-01-16 05:43:30,27.88,in,A
2023-01-16 05:34:35,2023-01-16 05:36:00,27.87,in,A
2023-01-16 05:25:39,2023-01-16 05:27:00,27.86,in,A
2023-01-16 05:18:55,2023-01-16 05:19:30,27.85,in,A
2023-01-16 05:15:55,2023-01-16 05:16:30,27.84,in,A
2023-01-16 05:04:50,2023-01-16 05:06:00,27.83,in,A
2023-01-16 04:59:04,2023-01-16 05:00:00,27.82,in,A
2023-01-16 04:53:55,2023-01-16 04:54:00,27.81,in,A
2023-01-16 04:46:40,2023-01-16 04:48:00,27.80,in,A
2023-01-16 04:38:24,2023-01-16 04:39:00,27.79,in,A
2023-01-16 04:35:16,2023-01-16 04:36:00,27.78,in,A
2023-01-16 04:33:25,2023-01-16 04:34:30,27.77,in,A
2023-01-16 04:31:49,2023-01-16 04:33:00,27.76,in,A
2023-01-16 04:25:31,2023-01-16 04:27:00,27.74,in,A
2023-01-16 04:17:05,2023-01-16 04:18:00,27.73,in,A
2023-01-16 04:03:08,2023-01-16 04:04:30,27.72,in,A
2023-01-16 03:57:38,2023-01-16 03:58:30,27.71,in,A
2023-01-16 03:49:09,2023-01-16 03:49:30,27.70,in,A
2023-01-16 03:43:08,2023-01-16 03:43:30,27.68,in,A
2023-01-16 03:40:57,2023-01-16 03:42:00,27.67,in,A
2023-01-16 03:38:18,2023-01-16 03:39:00,27.66,in,A
2023-01-16 03:00:04,2023-01-16 03:01:30,27.65,in,A
2023-01-16 02:51:56,2023-01-16 02:52:30,27.64,in,A
2023-01-16 02:15:57,2023-01-16 02:16:30,27.63,in,A
2023-01-16 01:45:15,2023-01-16 01:46:30,27.62,in,A
2023-01-16 00:02:02,2023-01-16 00:03:00,27.60,in,A
2023-01-15 23:56:57,2023-01-15 23:57:00,27.59,in,A
2023-01-15 23:37:37,2023-01-15 23:39:00,27.58,in,A
2023-01-15 23:33:29,2023-01-15 23:34:30,27.57,in,A
2023-01-15 23:25:58,2023-01-15 23:27:00,27.55,in,A
2023-01-15 23:20:50,2023-01-15 23:21:00,27.54,in,A
2023-01-15 23:08:56,2023-01-15 23:09:00,27.53,in,A
2023-01-15 22:44:49,2023-01-15 22:45:00,27.50,in,A
2023-01-15 22:23:34,2023-01-15 22:24:00,27.49,in,A
2023-01-15 22:14:32,2023-01-15 22:15:00,27.48,in,A
2023-01-15 21:53:27,2023-01-15 21:54:00,27.47,in,A
2023-01-15 21:23:53,2023-01-15 21:24:00,27.46,in,A
2023-01-15 20:51:58,2023-01-15 20:52:30,27.45,in,A
2023-01-15 20:41:47,2023-01-15 20:42:00,27.44,in,A
2023-01-15 20:15:18,2023-01-15 20:16:30,27.43,in,A
2023-01-15 19:09:32,2023-01-15 19:10:30,27.40,in,A
2023-01-15 19:07:22,2023-01-15 19:07:30,27.39,in,A
2023-01-15 19:03:41,2023-01-15 19:04:30,27.38,in,A
2023-01-15 18:57:41,2023-01-15 18:58:30,27.37,in,A
2023-01-15 18:26:06,2023-01-15 18:27:00,27.36,in,A
2023-01-15 18:14:29,2023-01-15 18:15:00,27.35,in,A
2023-01-15 18:02:56,2023-01-15 18:03:00,27.34,in,A
2023-01-15 17:10:54,2023-01-15 17:12:00,27.33,in,A
2023-01-15 17:05:14,2023-01-15 17:06:00,27.32,in,A
2023-01-15 16:58:49,2023-01-15 17:00:00,27.30,in,A
2023-01-15 16:56:18,2023-01-15 16:57:00,27.29,in,A
2023-01-15 16:52:53,2023-01-15 16:54:00,27.28,in,A
2023-01-15 16:49:00,2023-01-15 16:49:30,27.27,in,A
2023-01-15 16:32:30,2023-01-15 16:33:00,27.24,in,A
2023-01-15 16:27:33,2023-01-15 16:28:30,27.23,in,A
2023-01-15 16:21:17,2023-01-15 16:22:30,27.22,in,A
2023-01-15 16:16:14,2023-01-15 16:16:30,27.21,in,A
2023-01-15 16:10:52,2023-01-15 16:12:00,27.20,in,A
2023-01-15 15:49:26,2023-01-15 15:49:30,27.19,in,A
2023-01-15 15:30:48,2023-01-15 15:31:30,27.18,in,A
2023-01-15 11:56:57,2023-01-15 11:57:00,27.17,in,A
2023-01-14 23:56:57,2023-01-14 23:57:00,27.17,in,A
2023-01-14 23:48:52,2023-01-14 23:49:30,27.17,in,A
2023-01-14 23:40:44,2023-01-14 23:42:00,27.16,in,A
2023-01-14 23:34:31,2023-01-14 23:36:00,27.15,in,A
2023-01-14 19:25:26,2023-01-14 19:25:30,27.14,in,A
2023-01-14 19:10:40,2023-01-14 19:12:00,27.13,in,A
2023-01-14 19:03:08,2023-01-14 19:04:30,27.12,in,A
2023-01-14 18:57:46,2023-01-14 18:58:30,27.11,in,A
2023-01-14 18:46:43,2023-01-14 18:48:00,27.10,in,A
2023-01-14 18:29:31,2023-01-14 18:30:00,27.09,in,A
2023-01-14 16:31:27,2023-01-14 16:33:00,27.08,in,A
2023-01-14 16:18:36,2023-01-14 16:19:30,27.07,in,A
2023-01-14 15:40:41,2023-01-14 15:42:00,27.06,in,A
2023-01-14 15:29:30,2023-01-14 15:30:00,27.05,in,A
2023-01-14 15:22:43,2023-01-14 15:24:00,27.04,in,A
2023-01-14 15:14:26,2023-01-14 15:15:00,27.03,in,A
2023-01-14 15:05:15,2023-01-14 15:06:00,27.00,in,A
2023-01-14 14:58:00,2023-01-14 14:58:30,26.98,in,A
2023-01-14 14:55:58,2023-01-14 14:57:00,26.97,in,A
2023-01-14 14:52:50,2023-01-14 14:54:00,26.96,in,A
2023-01-14 14:50:50,2023-01-14 14:51:00,26.95,in,A
2023-01-14 14:49:49,2023-01-14 14:51:00,26.94,in,A
2023-01-14 14:48:57,2023-01-14 14:49:30,26.93,in,A
2023-01-14 14:48:03,2023-01-14 14:49:30,26.92,in,A
2023-01-14 14:47:02,2023-01-14 14:48:00,26.91,in,A
2023-01-14 14:45:25,2023-01-14 14:46:30,26.90,in,A
2023-01-14 14:44:26,2023-01-14 14:45:00,26.89,in,A
2023-01-14 14:41:26,2023-01-14 14:42:00,26.86,in,A
2023-01-14 14:37:54,2023-01-14 14:39:00,26.84,in,A
2023-01-14 14:34:34,2023-01-14 14:36:00,26.83,in,A
2023-01-14 14:29:59,2023-01-14 14:31:30,26.82,in,A
2023-01-14 14:25:41,2023-01-14 14:27:00,26.80,in,A
2023-01-14 14:22:50,2023-01-14 14:24:00,26.78,in,A
2023-01-14 14:17:42,2023-01-14 14:18:00,26.76,in,A
2023-01-14 14:12:48,2023-01-14 14:13:30,26.74,in,A
2023-01-14 14:11:28,2023-01-14 14:12:00,26.73,in,A
2023-01-14 14:10:29,2023-01-14 14:12:00,26.72,in,A
2023-01-14 14:09:33,2023-01-14 14:10:30,26.71,in,A
2023-01-14 14:08:37,2023-01-14 14:09:00,26.70,in,A
2023-01-14 14:05:35,2023-01-14 14:06:00,26.68,in,A
2023-01-14 14:02:45,2023-01-14 14:03:00,26.66,in,A
2023-01-14 14:01:40,2023-01-14 14:03:00,26.65,in,A
2023-01-14 13:59:13,2023-01-14 14:00:00,26.63,in,A
2023-01-14 13:56:02,2023-01-14 13:57:00,26.61,in,A
2023-01-14 13:52:35,2023-01-14 13:54:00,26.59,in,A
2023-01-14 13:51:14,2023-01-14 13:52:30,26.58,in,A
2023-01-14 13:50:16,2023-01-14 13:51:00,26.57,in,A
2023-01-14 13:47:13,2023-01-14 13:48:00,26.55,in,A
2023-01-14 13:40:01,2023-01-14 13:40:30,26.52,in,A
2023-01-14 13:36:19,2023-01-14 13:37:30,26.51,in,A
2023-01-14 13:32:23,2023-01-14 13:33:00,26.50,in,A
2023-01-14 13:28:32,2023-01-14 13:30:00,26.49,in,A
2023-01-14 13:24:15,2023-01-14 13:25:30,26.48,in,A
2023-01-14 13:20:59,2023-01-14 13:22:30,26.47,in,A
2023-01-14 13:18:44,2023-01-14 13:19:30,26.46,in,A
2023-01-14 13:17:31,2023-01-14 13:18:00,26.45,in,A
2023-01-14 13:15:04,2023-01-14 13:16:30,26.44,in,A
2023-01-14 13:11:12,2023-01-14 13:12:00,26.42,in,A
2023-01-14 13:09:14,2023-01-14 13:10:30,26.41,in,A
2023-01-14 13:07:34,2023-01-14 13:09:00,26.40,in,A
2023-01-14 13:04:53,2023-01-14 13:06:00,26.38,in,A
2023-01-14 12:56:01,2023-01-14 12:57:00,26.34,in,A
2023-01-14 12:52:50,2023-01-14 12:54:00,26.33,in,A
2023-01-14 12:44:18,2023-01-14 12:45:00,26.31,in,A
2023-01-14 12:40:33,2023-01-14 12:42:00,26.30,in,A
2023-01-14 12:32:51,2023-01-14 12:33:00,26.28,in,A
2023-01-14 12:29:27,2023-01-14 12:30:00,26.27,in,A
2023-01-14 12:17:22,2023-01-14 12:18:00,26.24,in,A
2023-01-14 12:14:37,2023-01-14 12:15:00,26.23,in,A
2023-01-14 12:12:13,2023-01-14 12:13:30,26.22,in,A
2023-01-14 12:08:39,2023-01-14 12:09:00,26.21,in,A
2023-01-14 12:01:44,2023-01-14 12:03:00,26.19,in,A
2023-01-14 11:59:47,2023-01-14 12:00:00,26.16,in,A
2023-01-14 11:58:31,2023-01-14 12:00:00,26.15,in,A
2023-01-14 11:56:57,2023-01-14 11:57:00,26.14,in,A
2023-01-14 11:54:44,2023-01-14 11:55:30,26.14,in,A
2023-01-14 11:51:28,2023-01-14 11:52:30,26.13,in,A
2023-01-14 11:45:52,2023-01-14 11:46:30,26.12,in,A
2023-01-14 11:37:35,2023-01-14 11:39:00,26.11,in,A
2023-01-14 11:31:48,2023-01-14 11:33:00,26.09,in,A
2023-01-14 11:29:55,2023-01-14 11:30:00,26.08,in,A
2023-01-14 11:26:51,2023-01-14 11:27:00,26.07,in,A
2023-01-14 11:19:50,2023-01-14 11:21:00,26.06,in,A
2023-01-14 11:16:38,2023-01-14 11:18:00,26.05,in,A
2023-01-14 11:15:07,2023-01-14 11:16:30,26.04,in,A
2023-01-14 11:13:57,2023-01-14 11:15:00,26.03,in,A
2023-01-14 11:11:43,2023-01-14 11:12:00,26.01,in,A
2023-01-14 11:10:54,2023-01-14 11:12:00,26.00,in,A
2023-01-14 11:08:02,2023-01-14 11:09:00,25.98,in,A
2023-01-14 11:05:54,2023-01-14 11:06:00,25.97,in,A
2023-01-14 11:03:12,2023-01-14 11:04:30,25.96,in,A
2023-01-14 10:59:22,2023-01-14 11:00:00,25.94,in,A
2023-01-14 10:50:42,2023-01-14 10:51:00,25.92,in,A
2023-01-14 10:47:23,2023-01-14 10:48:00,25.90,in,A
2023-01-14 10:45:56,2023-01-14 10:46:30,25.89,in,A
2023-01-14 10:44:45,2023-01-14 10:45:00,25.88,in,A
2023-01-14 10:42:51,2023-01-14 10:43:30,25.87,in,A
2023-01-14 10:42:03,2023-01-14 10:43:30,25.86,in,A
2023-01-14 10:41:16,2023-01-14 10:42:00,25.85,in,A
2023-01-14 10:38:03,2023-01-14 10:39:00,25.84,in,A
2023-01-14 10:35:17,2023-01-14 10:36:00,25.83,in,A
2023-01-14 10:33:00,2023-01-14 10:34:30,25.82,in,A
2023-01-14 10:30:53,2023-01-14 10:31:30,25.81,in,A
2023-01-14 10:26:39,2023-01-14 10:27:00,25.80,in,A
2023-01-14 10:22:32,2023-01-14 10:24:00,25.79,in,A
2023-01-14 10:16:30,2023-01-14 10:18:00,25.77,in,A
2023-01-14 10:15:17,2023-01-14 10:16:30,25.76,in,A
2023-01-14 10:14:36,2023-01-14 10:15:00,25.75,in,A
2023-01-14 10:13:03,2023-01-14 10:13:30,25.74,in,A
2023-01-14 10:01:39,2023-01-14 10:03:00,25.73,in,A
2023-01-14 09:58:28,2023-01-14 10:00:00,25.72,in,A
2023-01-14 09:54:18,2023-01-14 09:55:30,25.71,in,A
2023-01-14 09:47:48,2023-01-14 09:48:00,25.69,in,A
2023-01-14 09:40:30,2023-01-14 09:42:00,25.68,in,A
2023-01-14 09:36:48,2023-01-14 09:37:30,25.67,in,A
2023-01-14 09:32:37,2023-01-14 09:33:00,25.66,in,A
2023-01-14 09:29:51,2023-01-14 09:30:00,25.65,in,A
2023-01-14 09:25:39,2023-01-14 09:27:00,25.63,in,A
2023-01-14 09:22:57,2023-01-14 09:24:00,25.62,in,A
2023-01-14 09:21:31,2023-01-14 09:22:30,25.61,in,A
2023-01-14 09:19:49,2023-01-14 09:21:00,25.60,in,A
2023-01-14 09:18:14,2023-01-14 09:19:30,25.59,in,A
2023-01-14 09:16:42,2023-01-14 09:18:00,25.58,in,A
2023-01-14 09:13:50,2023-01-14 09:15:00,25.56,in,A
2023-01-14 09:12:13,2023-01-14 09:13:30,25.55,in,A
2023-01-14 09:10:45,2023-01-14 09:12:00,25.54,in,A
2023-01-14 09:07:58,2023-01-14 09:09:00,25.53,in,A
2023-01-14 09:05:54,2023-01-14 09:06:00,25.52,in,A
2023-01-14 09:03:12,2023-01-14 09:04:30,25.51,in,A
2023-01-14 09:01:29,2023-01-14 09:03:00,25.50,in,A
2023-01-14 08:59:16,2023-01-14 09:00:00,25.49,in,A
2023-01-14 08:56:15,2023-01-14 08:57:00,25.48,in,A
2023-01-14 08:14:03,2023-01-14 08:15:00,25.46,in,A
2023-01-14 07:29:06,2023-01-14 07:30:00,25.45,in,A
2023-01-14 07:20:55,2023-01-14 07:21:00,25.44,in,A
2023-01-14 07:06:30,2023-01-14 07:07:30,25.43,in,A
2023-01-14 06:41:13,2023-01-14 06:42:00,25.42,in,A
2023-01-14 04:31:04,2023-01-14 04:31:30,25.41,in,A
2023-01-14 04:20:01,2023-01-14 04:21:00,25.40,in,A
2023-01-14 04:10:43,2023-01-14 04:12:00,25.39,in,A
2023-01-13 11:56:57,2023-01-13 11:57:00,25.38,in,A
2023-01-12 23:56:57,2023-01-12 23:57:00,25.38,in,A
2023-01-12 11:56:57,2023-01-12 11:57:00,25.38,in,A
2023-01-11 23:56:57,2023-01-11 23:57:00,25.38,in,A
2023-01-11 11:56:57,2023-01-11 11:57:00,25.38,in,A
2023-01-10 23:56:57,2023-01-10 23:57:00,25.38,in,A
2023-01-10 11:56:57,2023-01-10 11:57:00,25.38,in,A
2023-01-10 08:47:19,2023-01-10 08:48:00,25.38,in,A
2023-01-10 08:11:13,2023-01-10 08:12:00,25.36,in,A
2023-01-10 07:04:43,2023-01-10 07:06:00,25.34,in,A
2023-01-10 07:03:01,2023-01-10 07:04:30,25.33,in,A
2023-01-10 07:02:47,2023-01-10 07:03:00,25.32,in,A
2023-01-10 07:02:44,2023-01-10 07:03:00,25.31,in,A
2023-01-10 07:02:27,2023-01-10 07:03:00,25.30,in,A
2023-01-10 07:02:09,2023-01-10 07:03:00,25.29,in,A
2023-01-10 07:01:55,2023-01-10 07:03:00,25.28,in,A
2023-01-10 07:01:20,2023-01-10 07:01:30,25.27,in,A
2023-01-10 06:48:26,2023-01-10 06:49:30,25.26,in,A
2023-01-10 05:57:50,2023-01-10 05:58:30,25.25,in,A
2023-01-10 05:54:39,2023-01-10 05:55:30,25.24,in,A
2023-01-10 05:45:15,2023-01-10 05:46:30,25.22,in,A
2023-01-10 05:42:26,2023-01-10 05:43:30,25.21,in,A
2023-01-10 05:40:50,2023-01-10 05:42:00,25.20,in,A
2023-01-10 05:35:53,2023-01-10 05:36:00,25.19,in,A
2023-01-10 05:34:58,2023-01-10 05:36:00,25.18,in,A
2023-01-10 05:31:47,2023-01-10 05:33:00,25.17,in,A
2023-01-10 05:29:16,2023-01-10 05:30:00,25.15,in,A
2023-01-10 05:24:45,2023-01-10 05:25:30,25.14,in,A
2023-01-10 05:17:32,2023-01-10 05:18:00,25.12,in,A
2023-01-10 05:14:04,2023-01-10 05:15:00,25.11,in,A
2023-01-10 05:11:25,2023-01-10 05:12:00,25.09,in,A
2023-01-10 05:08:07,2023-01-10 05:09:00,25.08,in,A
2023-01-10 03:53:08,2023-01-10 03:54:00,25.07,in,A
2023-01-10 02:20:02,2023-01-10 02:21:00,25.06,in,A
2023-01-10 02:15:26,2023-01-10 02:16:30,25.05,in,A
2023-01-10 02:14:38,2023-01-10 02:15:00,25.04,in,A
2023-01-10 02:12:35,2023-01-10 02:13:30,25.03,in,A
2023-01-10 02:05:35,2023-01-10 02:06:00,25.02,in,A
2023-01-10 01:20:28,2023-01-10 01:21:00,25.01,in,A
2023-01-10 00:42:33,2023-01-10 00:43:30,25.00,in,A
2023-01-10 00:41:30,2023-01-10 00:42:00,24.99,in,A
2023-01-10 00:40:34,2023-01-10 00:42:00,24.98,in,A
2023-01-10 00:26:48,2023-01-10 00:27:00,24.97,in,A
2023-01-10 00:23:15,2023-01-10 00:24:00,24.96,in,A
2023-01-10 00:21:42,2023-01-10 00:22:30,24.95,in,A
2023-01-09 23:56:57,2023-01-09 23:57:00,24.94,in,A
2023-01-09 23:05:34,2023-01-09 23:06:00,24.93,in,A
2023-01-09 23:04:31,2023-01-09 23:06:00,24.92,in,A
2023-01-09 23:01:38,2023-01-09 23:03:00,24.90,in,A
2023-01-09 22:58:46,2023-01-09 23:00:00,24.89,in,A
2023-01-09 22:57:15,2023-01-09 22:58:30,24.88,in,A
2023-01-09 22:55:38,2023-01-09 22:57:00,24.87,in,A
2023-01-09 22:52:56,2023-01-09 22:54:00,24.86,in,A
2023-01-09 22:50:33,2023-01-09 22:51:00,24.85,in,A
2023-01-09 22:48:38,2023-01-09 22:49:30,24.84,in,A
2023-01-09 22:43:26,2023-01-09 22:43:30,24.83,in,A
2023-01-09 22:41:00,2023-01-09 22:42:00,24.82,in,A
2023-01-09 22:39:53,2023-01-09 22:40:30,24.81,in,A
2023-01-09 22:37:23,2023-01-09 22:37:30,24.80,in,A
2023-01-09 22:23:31,2023-01-09 22:24:00,24.79,in,A
2023-01-09 22:19:25,2023-01-09 22:19:30,24.78,in,A
2023-01-09 22:18:32,2023-01-09 22:19:30,24.77,in,A
2023-01-09 22:11:52,2023-01-09 22:12:00,24.76,in,A
2023-01-09 22:06:07,2023-01-09 22:07:30,24.75,in,A
2023-01-09 22:01:00,2023-01-09 22:01:30,24.74,in,A
2023-01-09 22:00:11,2023-01-09 22:01:30,24.73,in,A
2023-01-09 21:59:32,2023-01-09 22:00:00,24.72,in,A
2023-01-09 21:57:54,2023-01-09 21:58:30,24.71,in,A
2023-01-09 21:44:00,2023-01-09 21:45:00,24.67,in,A
2023-01-09 21:41:41,2023-01-09 21:42:00,24.66,in,A
2023-01-09 21:35:52,2023-01-09 21:36:00,24.64,in,A
2023-01-09 21:34:58,2023-01-09 21:36:00,24.63,in,A
2023-01-09 21:34:29,2023-01-09 21:36:00,24.62,in,A
2023-01-09 21:32:28,2023-01-09 21:33:00,24.58,in,A
2023-01-09 21:29:05,2023-01-09 21:30:00,24.56,in,A
2023-01-09 21:26:32,2023-01-09 21:27:00,24.53,in,A
2023-01-09 21:26:03,2023-01-09 21:27:00,24.52,in,A
2023-01-09 21:25:40,2023-01-09 21:27:00,24.51,in,A
2023-01-09 21:23:19,2023-01-09 21:24:00,24.50,in,A
2023-01-09 21:16:39,2023-01-09 21:18:00,24.49,in,A
2023-01-09 21:14:06,2023-01-09 21:15:00,24.47,in,A
2023-01-09 21:05:47,2023-01-09 21:06:00,24.46,in,A
2023-01-09 20:52:43,2023-01-09 20:54:00,24.45,in,A
2023-01-09 20:47:37,2023-01-09 20:48:00,24.44,in,A
2023-01-09 20:43:58,2023-01-09 20:45:00,24.43,in,A
2023-01-09 20:41:51,2023-01-09 20:42:00,24.42,in,A
2023-01-09 20:37:47,2023-01-09 20:39:00,24.40,in,A
2023-01-09 20:36:29,2023-01-09 20:37:30,24.39,in,A
2023-01-09 20:34:27,2023-01-09 20:36:00,24.38,in,A
2023-01-09 20:28:42,2023-01-09 20:30:00,24.37,in,A
2023-01-09 20:26:46,2023-01-09 20:27:00,24.35,in,A
2023-01-09 20:26:27,2023-01-09 20:27:00,24.34,in,A
2023-01-09 20:19:11,2023-01-09 20:19:30,24.31,in,A
2023-01-09 20:17:59,2023-01-09 20:19:30,24.30,in,A
2023-01-09 20:16:58,2023-01-09 20:18:00,24.29,in,A
2023-01-09 20:14:45,2023-01-09 20:15:00,24.27,in,A
2023-01-09 20:13:36,2023-01-09 20:15:00,24.26,in,A
2023-01-09 20:11:47,2023-01-09 20:12:00,24.25,in,A
2023-01-09 20:02:43,2023-01-09 20:03:00,24.24,in,A
2023-01-09 19:45:41,2023-01-09 19:46:30,24.23,in,A
2023-01-09 19:41:28,2023-01-09 19:42:00,24.22,in,A
2023-01-09 19:39:04,2023-01-09 19:40:30,24.21,in,A
2023-01-09 19:37:38,2023-01-09 19:39:00,24.20,in,A
2023-01-09 19:35:09,2023-01-09 19:36:00,24.19,in,A
2023-01-09 19:32:47,2023-01-09 19:33:00,24.17,in,A
2023-01-09 19:32:11,2023-01-09 19:33:00,24.16,in,A
2023-01-09 19:31:37,2023-01-09 19:33:00,24.15,in,A
2023-01-09 19:25:39,2023-01-09 19:27:00,24.12,in,A
2023-01-09 19:22:39,2023-01-09 19:24:00,24.11,in,A
2023-01-09 19:21:22,2023-01-09 19:22:30,24.10,in,A
2023-01-09 19:20:17,2023-01-09 19:21:00,24.09,in,A
2023-01-09 19:14:14,2023-01-09 19:15:00,24.06,in,A
2023-01-09 19:11:43,2023-01-09 19:12:00,24.05,in,A
2023-01-09 19:07:55,2023-01-09 19:09:00,24.04,in,A
2023-01-09 18:44:44,2023-01-09 18:45:00,24.01,in,A
2023-01-09 18:34:23,2023-01-09 18:34:30,24.00,in,A
2023-01-09 18:29:15,2023-01-09 18:30:00,23.99,in,A
2023-01-09 18:27:09,2023-01-09 18:28:30,23.98,in,A
2023-01-09 18:19:27,2023-01-09 18:21:00,23.97,in,A
2023-01-09 18:03:22,2023-01-09 18:04:30,23.96,in,A
2023-01-09 17:59:34,2023-01-09 18:00:00,23.95,in,A
2023-01-09 17:56:20,2023-01-09 17:57:00,23.94,in,A
2023-01-09 17:53:26,2023-01-09 17:54:00,23.93,in,A
2023-01-09 17:49:53,2023-01-09 17:51:00,23.91,in,A
2023-01-09 17:47:42,2023-01-09 17:48:00,23.90,in,A
2023-01-09 17:37:48,2023-01-09 17:39:00,23.87,in,A
2023-01-09 17:34:29,2023-01-09 17:36:00,23.85,in,A
2023-01-09 17:29:03,2023-01-09 17:30:00,23.82,in,A
2023-01-09 17:22:43,2023-01-09 17:24:00,23.79,in,A
2023-01-09 17:20:35,2023-01-09 17:21:00,23.78,in,A
2023-01-09 17:16:44,2023-01-09 17:18:00,23.76,in,A
2023-01-09 17:13:55,2023-01-09 17:15:00,23.74,in,A
2023-01-09 17:11:51,2023-01-09 17:12:00,23.72,in,A
2023-01-09 17:10:53,2023-01-09 17:12:00,23.71,in,A
2023-01-09 17:08:04,2023-01-09 17:09:00,23.67,in,A
2023-01-09 17:07:29,2023-01-09 17:09:00,23.66,in,A
2023-01-09 17:05:44,2023-01-09 17:06:00,23.63,in,A
2023-01-09 17:05:16,2023-01-09 17:06:00,23.62,in,A
2023-01-09 17:04:34,2023-01-09 17:06:00,23.61,in,A
2023-01-09 17:02:56,2023-01-09 17:03:00,23.59,in,A
2023-01-09 17:02:28,2023-01-09 17:03:00,23.58,in,A
2023-01-09 17:01:57,2023-01-09 17:03:00,23.57,in,A
2023-01-09 17:01:24,2023-01-09 17:01:30,23.56,in,A
2023-01-09 17:00:59,2023-01-09 17:01:30,23.55,in,A
2023-01-09 17:00:30,2023-01-09 17:01:30,23.54,in,A
2023-01-09 17:00:06,2023-01-09 17:01:30,23.53,in,A
2023-01-09 16:59:47,2023-01-09 17:00:00,23.52,in,A
2023-01-09 16:59:23,2023-01-09 17:00:00,23.51,in,A
2023-01-09 16:58:54,2023-01-09 17:00:00,23.50,in,A
2023-01-09 16:58:24,2023-01-09 16:58:30,23.49,in,A
2023-01-09 16:57:39,2023-01-09 16:58:30,23.48,in,A
2023-01-09 16:57:00,2023-01-09 16:58:30,23.47,in,A
2023-01-09 16:56:19,2023-01-09 16:57:00,23.46,in,A
2023-01-09 16:55:38,2023-01-09 16:57:00,23.45,in,A
2023-01-09 16:53:42,2023-01-09 16:54:00,23.40,in,A
2023-01-09 16:53:20,2023-01-09 16:54:00,23.39,in,A
2023-01-09 16:52:51,2023-01-09 16:54:00,23.38,in,A
2023-01-09 16:50:20,2023-01-09 16:51:00,23.34,in,A
2023-01-09 16:44:45,2023-01-09 16:45:00,23.28,in,A
2023-01-09 16:43:50,2023-01-09 16:45:00,23.27,in,A
2023-01-09 16:40:51,2023-01-09 16:42:00,23.25,in,A
2023-01-09 16:34:57,2023-01-09 16:36:00,23.24,in,A
2023-01-09 16:32:16,2023-01-09 16:33:00,23.22,in,A
2023-01-09 16:31:38,2023-01-09 16:33:00,23.21,in,A
2023-01-09 16:30:46,2023-01-09 16:31:30,23.20,in,A
2023-01-09 16:29:41,2023-01-09 16:30:00,23.19,in,A
2023-01-09 16:28:33,2023-01-09 16:30:00,23.18,in,A
2023-01-09 16:26:12,2023-01-09 16:27:00,23.16,in,A
2023-01-09 16:23:46,2023-01-09 16:24:00,23.13,in,A
2023-01-09 16:23:03,2023-01-09 16:24:00,23.12,in,A
2023-01-09 16:22:32,2023-01-09 16:24:00,23.11,in,A
2023-01-09 16:20:43,2023-01-09 16:21:00,23.09,in,A
2023-01-09 16:20:11,2023-01-09 16:21:00,23.08,in,A
2023-01-09 16:19:52,2023-01-09 16:21:00,23.07,in,A
2023-01-09 16:19:38,2023-01-09 16:21:00,23.06,in,A
2023-01-09 16:17:34,2023-01-09 16:18:00,22.99,in,A
2023-01-09 16:12:45,2023-01-09 16:13:30,22.97,in,A
2023-01-09 16:11:15,2023-01-09 16:12:00,22.96,in,A
2023-01-09 16:08:30,2023-01-09 16:09:00,22.94,in,A
2023-01-09 16:05:19,2023-01-09 16:06:00,22.91,in,A
2023-01-09 16:04:10,2023-01-09 16:04:30,22.90,in,A
2023-01-09 16:03:19,2023-01-09 16:04:30,22.89,in,A
2023-01-09 16:02:12,2023-01-09 16:03:00,22.88,in,A
2023-01-09 16:00:48,2023-01-09 16:01:30,22.87,in,A
2023-01-09 15:56:23,2023-01-09 15:57:00,22.86,in,A
2023-01-09 15:47:02,2023-01-09 15:48:00,22.85,in,A
2023-01-09 15:36:18,2023-01-09 15:37:30,22.83,in,A
2023-01-09 15:32:51,2023-01-09 15:33:00,22.82,in,A
2023-01-09 15:31:55,2023-01-09 15:33:00,22.81,in,A
2023-01-09 15:31:40,2023-01-09 15:33:00,22.80,in,A
2023-01-09 15:31:30,2023-01-09 15:33:00,22.79,in,A
2023-01-09 15:27:40,2023-01-09 15:28:30,22.76,in,A
2023-01-09 15:26:25,2023-01-09 15:27:00,22.75,in,A
2023-01-09 15:26:05,2023-01-09 15:27:00,22.74,in,A
2023-01-09 15:25:52,2023-01-09 15:27:00,22.73,in,A
2023-01-09 15:25:40,2023-01-09 15:27:00,22.72,in,A
2023-01-09 15:23:46,2023-01-09 15:24:00,22.67,in,A
2023-01-09 15:23:17,2023-01-09 15:24:00,22.66,in,A
2023-01-09 15:22:33,2023-01-09 15:24:00,22.65,in,A
2023-01-09 15:21:16,2023-01-09 15:22:30,22.64,in,A
2023-01-09 15:19:14,2023-01-09 15:19:30,22.63,in,A
2023-01-09 15:08:33,2023-01-09 15:09:00,22.60,in,A
2023-01-09 15:05:42,2023-01-09 15:06:00,22.59,in,A
